SN,Date,Open,High,Low,LTP,CHANGE,Volume,Adjusted_Close
243,2023-02-23,491.10,494.90,483.00,485.10,-2.24,"36,749.00","17,928,977.20"
244,2023-02-22,493.00,503.80,485.10,496.20,2.10,"33,192.00","16,416,565.30"
245,2023-02-20,480.00,487.90,480.00,486.00,1.00,"23,780.00","11,480,410.60"
246,2023-02-16,485.00,489.80,480.40,481.20,-1.19,"28,057.00","13,567,725.80"
247,2023-02-15,494.90,494.90,486.00,487.00,-0.23,"28,795.00","14,081,006.60"
248,2023-02-14,490.00,495.00,487.00,488.10,-0.65,"36,181.00","17,721,487.80"
249,2023-02-12,495.90,504.00,487.00,491.30,-2.91,"40,248.00","19,881,638.00"
250,2023-02-09,500.00,509.00,500.00,506.00,0.44,"27,221.00","13,696,291.40"
251,2023-02-08,517.10,519.00,503.80,503.80,-0.63,"51,613.00","26,372,943.10"
252,2023-02-07,480.00,509.40,480.00,507.00,4.97,"50,596.00","25,216,231.80"
253,2023-02-06,490.00,491.90,481.20,483.00,-1.49,"28,038.00","13,609,416.70"
254,2023-02-05,500.00,503.00,490.00,490.30,-0.95,"45,585.00","22,592,256.70"
255,2023-02-02,512.00,512.00,490.20,495.00,-1.98,"53,653.00","26,632,738.30"
256,2023-02-01,503.50,512.90,500.20,505.00,-0.81,"38,506.00","19,455,974.10"
257,2023-01-31,525.00,525.00,502.00,509.10,-2.06,"132,067.00","67,135,356.60"
258,2023-01-30,504.20,543.80,504.20,519.80,5.14,"332,697.00","176,540,086.60"
259,2023-01-29,458.40,494.40,458.40,494.40,9.99,"1,815.00","894,162.10"
260,2023-01-26,416.80,449.50,416.80,449.50,9.98,"1,160.00","515,974.00"
261,2023-01-25,379.00,408.70,379.00,408.70,9.99,"1,965.00","800,489.60"
